partida_id,rodada,clube,atleta,minuto,tipo_de_gol
7570,31,Santos,Carlos Andrés Sánchez,93,Penalty
7571,31,Palmeiras,Breno Lopes,90,
7572,31,Sao Paulo,Martín Benítez,93,
7573,31,America-MG,Paulo Roberto Valoura Junior,83,
7574,31,Juventude,Paulo Victor,86,Gol Contra
7575,31,Flamengo,Andreas Pereira,89,
7576,30,Corinthians,Víctor Cantillo,87,
7578,30,Fluminense,David Braz,96,
7579,30,Athletico-PR,Pedro Rocha Neves,91,
7582,30,Bahia,Rossicley Pereira da Silva,77,
7585,30,Juventude,Ricardo Bueno,88,
7590,32,Cuiaba,Paulo Marcos de Jesus Ribeiro,78,
7592,32,Fluminense,Yago Rocha,88,
7593,32,Ceara,Marlon,80,
7595,32,Atletico-MG,Keno,78,
7599,33,Santos,Marcos Guilherme,84,
7601,33,Ceara,Vinícius,86,
7604,33,Flamengo,Bruno Henrique,94,
7608,35,Santos,Marcos Leonardo Santos Almeida,90,
7609,35,Corinthians,Róger Guedes,84,
7610,35,Atletico-GO,Janderson,93,
7613,35,Gremio,Jhonata Robert Alves da Silva,94,
7616,36,Bahia,Daniel Sampaio Simões,85,
7618,36,Sao Paulo,Gabriel Sara,80,
7622,36,Flamengo,Matheuzinho,79,
7623,36,Palmeiras,Gabriel Veron,91,
7624,36,Atletico-GO,Arthur Henrique,88,
7625,36,Fortaleza,Valentín Depietri,82,
7627,37,Corinthians,Renato Augusto,86,
7628,37,Atletico-MG,Jefferson Savarino,78,
7635,37,Sport,Luciano Juba,88,
7636,38,Fortaleza,Yago Pikachu,78,Penalty
7637,38,Atletico-GO,Jonas Toró,92,
7639,38,Fluminense,Abel Hernández,91,
7641,38,Bragantino,Artur Victor Guimarães,92,
7643,38,Juventude,Chico,83,Penalty
7644,38,Atletico-MG,Hyoran,91,
7645,38,Santos,Lucas Braga Ribeiro,75,
7647,1,Flamengo,Bruno Henrique,84,
7648,1,Palmeiras,Gustavo Gómez,96,Penalty
7649,1,Coritiba,Andrey,91,
7651,1,Atletico-MG,Hulk,93,
7655,1,Bragantino,Thalisson Kelven,89,Gol Contra
7656,2,Palmeiras,Rony,96,
7657,2,America-MG,Pedrinho,89,
7659,2,Fluminense,Paulo Marcos de Jesus Ribeiro,92,Gol Contra
7663,2,Internacional,Alexandre Alemão,90,
7665,2,Botafogo-RJ,Erison Danilo de Souza,80,Penalty
7668,4,America-MG,Juan Pablo Ramírez Velásquez,75,
7669,4,Goias,Élvis Vieira Araújo,80,Penalty
7670,4,Cuiaba,Rodrigo Eduardo Costa Marinho,82,
7671,4,Botafogo-RJ,Diego Gonçalves,83,Penalty
7673,4,Coritiba,Léo Gamalho,95,
7675,4,Sao Paulo,Luciano da Rocha Neves,82,Penalty
7680,3,Coritiba,Adrián Emmanuel Martínez,78,
7681,3,Santos,Vinicius Zanocelo,78,
7682,3,Cuiaba,Elton Rodrigues Brandão,84,Penalty
7683,3,Botafogo-RJ,Leandro Barcia Montero,96,Gol Contra
7684,3,Goias,Élvis Vieira Araújo,88,Penalty
7686,5,America-MG,Raúl Cáceres,81,
7689,5,Fluminense,Germán Cano,83,
7692,5,Santos,Bryan Angulo,76,
7693,5,Juventude,Óscar Ruiz,93,
7697,7,Atletico-GO,Airton,90,
7700,7,Palmeiras,Gabriel Menino,92,
7701,7,Internacional,Carlos de Pena,83,Penalty
7702,7,Botafogo-RJ,Erison Danilo de Souza,86,
7703,7,Corinthians,Adson,80,
7706,6,Palmeiras,Raphael Cavalcante Veiga,99,Penalty
7707,6,Ceara,Nino Paraíba,91,
7710,6,Fluminense,Germán Cano,78,
7711,6,Sao Paulo,Nikão,82,
7713,6,Botafogo-RJ,Patrick de Paula,89,
7720,8,Palmeiras,Gustavo Gómez,80,
7721,8,Athletico-PR,Vitor Roque,85,
7722,8,Corinthians,Gustavo Mosquito,82,
7725,8,Atletico-GO,Diego Churín,79,
7728,9,Coritiba,Adrián Emmanuel Martínez,85,
7732,9,Fortaleza,Hércules,92,
7734,9,Internacional,Carlos de Pena,100,Penalty
7735,9,Goias,Pedro Raúl,84,
7738,10,Athletico-PR,Vitor Bueno,96,
7739,10,Atletico-GO,Wellington Rato,92,
7743,10,Palmeiras,Wesley Ribeiro Silva,87,
7745,10,Goias,Pedro Raúl,86,
7746,11,Corinthians,Gustavo Mantuan,84,
7747,11,Santos,Rwan Philipe Rodrigues de Souza Cruz,84,Penalty
7750,11,Internacional,Pedro Henrique Konzen,92,Penalty
7751,11,Goias,Pedro Raúl,85,Penalty
7756,12,Santos,Marcos Leonardo Santos Almeida,77,
7758,12,Coritiba,Adrián Emmanuel Martínez,92,
7760,12,Flamengo,Gabriel Barbosa Almeida,79,
7761,12,Athletico-PR,David Terans,82,Penalty
7764,12,Atletico-GO,Diego Churín,79,
7768,13,Atletico-MG,Ademir,85,
7769,13,Athletico-PR,Khellven,100,Penalty
7771,13,Botafogo-RJ,Hugo,101,
7773,13,Atletico-GO,Léo Pereira,86,
7775,13,Palmeiras,Murilo Cerqueira,96,
7777,14,Bragantino,Lucas Evangelista,82,Penalty
7778,14,Flamengo,Mário Sérgio Santos Costa,91,
7780,14,Atletico-MG,Rubens,76,
7782,14,Fluminense,Manoel Messias Silva Carvalho,82,
7783,14,Goias,Pedro Raúl,80,
7786,15,Juventude,Onitlasi Júnior de Moraes Rodrigues,76,
7787,15,Fluminense,Fred,91,
7794,15,Fortaleza,Habraão,85,
7796,16,Bragantino,Hélio Junio Nunes de Castro,87,
7797,16,Ceara,Luiz Otávio,93,
7799,16,Coritiba,Adrián Emmanuel Martínez,78,
7801,16,Santos,Lucas Barbosa,76,
7804,16,Cuiaba,André Luis,98,
7805,16,Internacional,Moisés Roberto Barbosa,95,
7809,17,Ceara,Cléber,76,
7817,18,Bragantino,Gabriel Novaes,95,
7818,18,Fluminense,Germán Cano,84,
7819,18,Athletico-PR,Léo Cittadini,95,
7820,18,Flamengo,Lázaro Vinícius,86,
7822,18,Santos,Marcos Leonardo Santos Almeida,77,
7823,18,Corinthians,Raul Gustavo Pereira Bicalho,85,
7824,18,Atletico-MG,Alan Kardec,94,
7826,19,Goias,Pedro Raúl,92,
7828,19,Flamengo,Pedro,84,
7830,19,Palmeiras,Gabriel Menino,88,
7832,19,Corinthians,Fábio Santos,86,Penalty
7836,20,Goias,Pedro Raúl,80,
7837,20,Ceara,Stiven Mendoza,80,Penalty
7839,20,Atletico-GO,Wellington Rato,82,
7843,20,America-MG,Everaldo,90,
7845,20,Santos,Marcos Leonardo Santos Almeida,86,
7848,21,Corinthians,Fabián Balbuena,77,
7849,21,Bragantino,Luan Cândido,86,
7850,21,Flamengo,Gabriel Barbosa Almeida,95,
7852,21,Palmeiras,Eduard Atuesta,83,
7853,21,Fortaleza,Robson Fernandes,84,
7854,21,Athletico-PR,Agustín Canobbio,96,
7855,21,Santos,Bryan Angulo,93,
7856,22,Goias,Dada,79,
7860,22,Atletico-MG,Alan Kardec,94,
7862,22,Flamengo,Pedro,92,
7865,22,Internacional,Carlos de Pena,93,
7867,23,Fluminense,Willian Gomes de Siqueira,95,
7871,23,Cuiaba,Rodrigo Eduardo Costa Marinho,81,
7873,23,Bragantino,Luan Cândido,103,Penalty
7875,23,Internacional,Pedro Henrique Konzen,98,Penalty
7876,24,Atletico-GO,Shaylon,84,
7877,24,Coritiba,Fabrício Daniel de Souza,78,
7884,24,Internacional,Edenílson Andrade dos Santos,92,Penalty
7889,25,America-MG,Matheus Leonardo Sales Cardoso,78,
7894,25,Sao Paulo,Luizão,80,
7905,26,Goias,Diego,80,
7907,27,Botafogo-RJ,Francisco Soares,79,
7909,27,Flamengo,Gabriel Barbosa Almeida,83,
7910,27,Sao Paulo,Nahuel Bustos,93,
7911,27,America-MG,Juninho,77,
7912,27,Juventude,Vitor Gabriel,78,
7913,27,Palmeiras,Miguel Merentiel,77,
7916,28,Sao Paulo,Eder Citadin Martins,93,
7917,28,Santos,Nicolás Hernández,92,Gol Contra
7919,28,Corinthians,Yuri Alberto,88,
7920,28,Fluminense,Michel Araújo,88,
7921,28,Fortaleza,Caio Alexandre,94,
7922,28,America-MG,Gonzalo Mastriani,97,
7925,28,Botafogo-RJ,Romildo Del Piage,89,
7928,29,Ceara,Vinícius,93,
7935,29,Coritiba,Matheus Cadorini,84,
7937,30,Atletico-GO,Gabriel Baralhas,75,
7938,30,Goias,Nicolas Godinho Johann,93,
7940,30,Athletico-PR,Pablo Felipe Teixeira,92,
7942,30,Santos,Marcos Leonardo Santos Almeida,88,Penalty
7943,30,Palmeiras,Breno Lopes,77,
7944,30,Sao Paulo,Alisson Euler de Freitas Castro,91,
7946,31,Cuiaba,Rafael Gustavo Meneghel Gava,94,
7947,31,Athletico-PR,Erick Luis Conrado Carvalho,81,
7948,31,Internacional,Carlos de Pena,96,
7949,31,Botafogo-RJ,Francisco Soares,90,Penalty
7950,31,Fortaleza,Hércules,90,
7955,31,Juventude,Bruno Nazário,78,
7957,32,Fortaleza,Thiago Galhardo,83,
7958,32,Ceara,Jô,92,
7960,32,Juventude,Óscar Ruiz,76,
7963,32,Athletico-PR,Alex Paulo Menezes Santana,90,
7966,33,Bragantino,Luan Cândido,90,
7968,33,Corinthians,Róger Guedes,89,
7969,33,Palmeiras,Vanderlan,90,
7970,33,Fluminense,Matheus Martins,82,
7976,34,Santos,Gabriel Carabajal,97,
7977,34,Palmeiras,Gustavo Gómez,76,
7980,34,Internacional,Alan Patrick,78,Penalty
7981,34,Goias,Diego,94,
7983,34,Sao Paulo,Luan Vinícius da Silva Santos,95,
7985,34,Cuiaba,Pepê,91,
7988,35,Atletico-MG,Eduardo Vargas,81,
7990,35,America-MG,Alexandre Egea,76,
7991,35,Coritiba,Régis,92,
7992,35,Avai,Kevin Peterson dos Santos Silva,90,Penalty
7993,35,Santos,Lucas Barbosa,94,
7995,35,Corinthians,Yuri Alberto,75,
7998,36,America-MG,Juninho,90,
7999,36,Goias,Nicolas Godinho Johann,81,
8000,36,Corinthians,Yuri Alberto,90,
8004,36,Palmeiras,José Manuel Alberto López,75,
8005,36,Botafogo-RJ,João Victor Santos Sá,76,
8008,37,Fluminense,Germán Cano,78,
8009,37,Avai,Mateus Ferreira,91,
8010,37,Fortaleza,Thiago Galhardo,90,
8011,37,Flamengo,Werton,91,
8012,37,Palmeiras,Murilo Cerqueira,81,
8016,38,Avai,Felipe Florencio da Silva,79,
8017,38,Athletico-PR,Erick Luis Conrado Carvalho,94,
8018,38,Ceara,Erick,89,Penalty
8020,38,Fortaleza,Moisés Vieira da Veiga,80,
8021,38,Coritiba,Léo Gamalho,76,
8024,38,Internacional,Braian Romero,85,
8025,38,Sao Paulo,Marcos Guilherme,77,
8028,1,Botafogo-RJ,Carlos Eduardo de Oliveira Alves,88,
8033,1,Corinthians,Róger Guedes,87,
8034,1,Flamengo,Pedro,95,
8037,2,Sao Paulo,Jonathan Calleri,82,
8038,2,Bragantino,Thiago Borbas,86,
8040,2,Internacional,Maurício Magalhães Prado,98,
8043,2,Fortaleza,Yago Pikachu,91,
8044,2,Goias,Lucas Halter,80,
8045,2,Botafogo-RJ,Danilo Neves,78,
8046,3,Fortaleza,Hércules,79,
8047,3,Sao Paulo,Marcos Paulo Costa do Nascimento,81,
8048,3,Corinthians,Joaquín Piquerez,76,Gol Contra
8050,3,Cruzeiro,Bruno Rodrigues,87,
8051,3,Atletico-MG,Hulk,84,
8052,3,Flamengo,Léo Pereira,86,
8058,4,Cuiaba,Marlon,85,Gol Contra
8061,4,Athletico-PR,Erick Luis Conrado Carvalho,80,
8062,4,Bragantino,Thiago Borbas,91,
8064,4,Palmeiras,Endrick,83,
8065,4,Corinthians,Yuri Alberto,88,
8066,5,Athletico-PR,Christian Roberto Alves Cardoso,79,
8068,5,America-MG,Aloísio dos Santos Gonçalves,78,Penalty
8069,5,Atletico-MG,Paulinho,87,
8073,5,Vasco,Erick Marcus,80,
8074,5,Botafogo-RJ,Carlos Eduardo de Oliveira Alves,81,
8079,6,Atletico-MG,Paulinho,95,
8083,6,Athletico-PR,Willian Gomes de Siqueira,91,
8085,6,Cruzeiro,Gilberto Oliveira Souza Junior,84,
8087,7,Bragantino,Thiago Borbas,86,
8088,7,Vasco,Matías Galarza,83,
8089,7,Atletico-MG,Hulk,91,Penalty
8093,7,Flamengo,Léo Pereira,94,
8094,7,Internacional,Johnny Cardoso,87,
8097,8,Fortaleza,Thiago Galhardo,87,
8100,8,Sao Paulo,David Corrêa da Fonseca,91,
8101,8,Corinthians,Róger Guedes,92,
8102,8,Internacional,Wanderson,99,
8104,8,Bragantino,Juninho Capixaba,75,
8109,9,America-MG,Renato Marques,87,
8114,9,Coritiba,Alef Manga,83,
8118,10,Corinthians,Ruan Oliveira,81,
8121,10,America-MG,Wellington Paulista,76,
8122,10,Palmeiras,Endrick,78,
8124,10,Flamengo,Bruno Henrique,97,
8125,10,Goias,Alesson,85,
8126,11,Fortaleza,Juan Martín Lucero,80,
8130,11,Bahia,Thaciano,93,
8135,11,Bragantino,Henry Mosquera,81,
8138,12,Atletico-MG,Alan Kardec,87,
8141,12,Gremio,André Henrique,84,
8142,12,Internacional,Alexandre Alemão,85,
8145,12,Vasco,Jair Rodrigues Júnior,77,Penalty
8146,13,Sao Paulo,Luciano da Rocha Neves,87,
8148,13,Gremio,Gustavo Martins,95,
8151,13,Botafogo-RJ,Carlos Alberto,95,
8154,13,Cuiaba,Rikelme,86,
8159,14,Coritiba,Victor Luis,96,
8160,14,Flamengo,Giorgian De Arrascaeta,81,
8161,14,Santos,Stiven Mendoza,94,Penalty
8164,14,Fortaleza,Yago Pikachu,84,
8165,14,Botafogo-RJ,Carlos Alberto,88,
8170,15,Santos,Marcos Leonardo,93,Penalty
8175,15,Vasco,Jair Rodrigues Júnior,91,
8176,16,Palmeiras,Raphael Cavalcante Veiga,76,
8177,16,Flamengo,Victor Hugo,95,
8178,16,Cuiaba,Isidro Pitta,78,
8182,16,Botafogo-RJ,Adryelson,87,
8184,16,Athletico-PR,Vitor Bueno,80,Penalty
8186,17,Fluminense,Germán Cano,77,
8187,17,Cruzeiro,Wesley Ribeiro Silva,82,
8188,17,Cuiaba,Deyverson,88,
8190,17,Bragantino,Thiago Borbas,92,
8191,17,Flamengo,Giorgian De Arrascaeta,80,
8195,17,Goias,Matheus Babi,77,
8196,18,Santos,Marcos Leonardo,96,Penalty
8198,18,Internacional,Luiz Adriano,99,
8199,18,Palmeiras,Gustavo Gómez,96,
8200,18,Vasco,Pablo Vegetti,80,
8205,18,Cuiaba,Deyverson,80,
8211,19,Fortaleza,João Basso,80,Gol Contra
8212,19,Flamengo,Pedro,96,Penalty
8213,19,Palmeiras,José Manuel Alberto López,96,
8215,19,Athletico-PR,Bruno Zapelli,82,
8219,20,Fluminense,Jhon Arias,89,
8220,20,Corinthians,Gustavo Mosquito,98,
8222,20,Flamengo,Gerson Santos da Silva,94,
8223,20,Bahia,Cauly,84,
8224,20,Santos,Julio Furch,90,
8225,20,Goias,Alesson,81,
8227,21,Corinthians,Maycon de Andrade Barberan,82,
8228,21,Bragantino,Talisson de Almeida,83,
8229,21,Botafogo-RJ,Luis Henrique,76,
8231,21,Sao Paulo,Alexandre Pato,81,
8234,21,Fluminense,João Neto,87,
8235,21,Gremio,Pepê,78,
8237,22,Athletico-PR,Vitor Roque,78,
8241,22,Fluminense,Diogo Barbosa,92,
8246,23,Athletico-PR,Alex Paulo Menezes Santana,84,
8248,23,Cruzeiro,Nikão,89,
8249,23,Fortaleza,Yago Pikachu,94,
8250,23,Coritiba,Andrey,94,
8253,23,Palmeiras,Breno Lopes,96,
8254,23,Vasco,Gabriel Pec,85,
8255,23,Atletico-MG,Paulinho,81,
8256,24,Santos,Julio Furch,94,
8257,24,Bragantino,Lucas Evangelista,100,
8260,24,Sao Paulo,James Rodríguez,79,
8261,24,Coritiba,Sebastián Gómez,80,
8262,24,Athletico-PR,Alex Paulo Menezes Santana,90,
8267,25,Gremio,Luis Alberto Suárez,80,
8269,25,Cuiaba,Fernando Sobral,87,
8270,25,Atletico-MG,Igor Gomes,81,
8273,25,Santos,Yeferson Soteldo,75,
8274,25,Bragantino,Eric dos Santos Rodrigues,90,
8276,26,Bahia,Gabriel Teixeira,95,
8278,26,Corinthians,Fábio Santos,79,Penalty
8283,26,Coritiba,Islam Slimani,91,
8286,27,Athletico-PR,Kaique Rocha,94,
8287,27,Cuiaba,Isidro Pitta,82,
8292,27,Atletico-MG,Paulinho,76,
8294,27,Santos,Léo Ortiz,86,Gol Contra
8295,27,Fluminense,Jhon Arias,84,
8297,28,Sao Paulo,Luciano da Rocha Neves,97,
8298,28,Bahia,Rafael Ratão,96,
8300,28,Cruzeiro,Jemerson de Jesus Nascimento,87,Gol Contra
8301,28,Flamengo,Gerson Santos da Silva,76,
8302,28,Internacional,Luiz Adriano,75,
8305,28,Corinthians,Giuliano Victor de Paula,99,
8306,29,Bragantino,Talisson de Almeida,84,
8307,29,America-MG,Emmanuel Martínez,77,
8309,29,Cruzeiro,Bruno Rodrigues,88,
8310,29,Palmeiras,Joaquín Piquerez,87,
8311,29,Gremio,Aldemir Ferreira,76,
8312,29,Corinthians,Ángel Romero,77,
8313,29,Vasco,Alex Teixeira,84,
8315,29,Botafogo-RJ,Danilo Barbosa da Silva,78,
8317,30,Gremio,Franco Cristaldo,78,
8318,30,Atletico-MG,Paulinho,83,
8320,30,Goias,Matheus Babi,92,
8321,30,Coritiba,Robson Fernandes,90,Penalty
8322,30,Santos,Stiven Mendoza,99,Penalty
8324,30,Cruzeiro,Bruno Rodrigues,80,
8325,30,Flamengo,Giorgian De Arrascaeta,75,
8329,31,Gremio,Aldemir Ferreira,83,
8330,31,Santos,Joaquim Henrique,89,
8332,31,Palmeiras,Endrick,84,
8333,31,Vasco,Luca Orellano,100,
8334,31,Bragantino,Talisson de Almeida,90,
8335,31,Sao Paulo,Luciano da Rocha Neves,84,
8337,32,Atletico-MG,Paulinho,80,
8339,32,Cruzeiro,Bruno Rodrigues,92,Penalty
8341,32,Flamengo,Luiz Araújo,87,
8349,33,Sao Paulo,Erison Danilo de Souza,93,Penalty
8351,33,Santos,Julio Furch,87,
8353,33,Cuiaba,Isidro Pitta,77,
8355,33,Vasco,Gabriel Pec,77,
8356,34,Coritiba,Robson Fernandes,91,
8358,34,Palmeiras,Rony,88,
8359,34,Bragantino,Thiago Borbas,96,
8362,34,Vasco,Dimitri Payet,94,
8363,34,Goias,Dodô,88,
8364,34,Athletico-PR,Agustín Canobbio,87,
8365,34,Fortaleza,Yago Pikachu,98,
8366,35,Bahia,Thaciano,85,Penalty
8368,35,Coritiba,Jesé Rodríguez,90,
8370,35,Santos,Messias Rodrigues da Silva Júnior,90,
8371,35,Flamengo,Éverton Ribeiro,85,
8374,35,Palmeiras,José Rafael Vivian,77,
8375,35,Cruzeiro,Robert,96,
8376,36,Corinthians,Giovane,94,
8378,36,Atletico-MG,Rubens,82,
8379,36,Sao Paulo,Caio Paulista,97,
8380,36,Internacional,Pedro Henrique Konzen,89,
8381,36,Coritiba,Edu,99,
8382,36,Palmeiras,José Manuel Alberto López,88,
8384,36,Cruzeiro,Matheus Pereira,84,
8387,37,Sao Paulo,Luciano da Rocha Neves,91,Penalty
8388,37,Cuiaba,Clayson,79,Penalty
8393,37,Bragantino,Léo Ortiz,75,
8395,37,Athletico-PR,Madson,75,
8399,38,Fluminense,John Kennedy,81,
8400,38,Cruzeiro,Nikão,80,
8401,38,Bahia,Ademir,92,
8402,38,Cuiaba,Clayson,96,
8403,38,Fortaleza,Juan Martín Lucero,96,
8405,38,Vasco,Sergio Antonio De Luiz Junior,82,
